Kod,Unvan,City,BagimsizDenetim,Url,centerAddress,electronicEmailAddress,internet,companyTime,bagimsizDenetimKurulusu,dahilOlduguEndeksler,Sektor,islemGorduguPazarlar
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,İSTANBUL,ARSEN BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1022-marti-otel-isletmeleri-a-s,Ömer Avni Mah. Dümen Sok. Dümen Apt. No:3/8 Beyoğlu/İstanbul,marti@marti.com.tr ---,www.marti.com.tr,SÜRESİZ,ARSEN BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,BIST ANTALYA / BIST HİZMETLER / BIST TÜM / BIST 500 / BIST TURİZM / BIST ANA / BIST TÜM-100,OTELLER VE LOKANTALAR / KONAKLAMA,ANA PAZAR
MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,İSTANBUL,ÇÖZÜM ÜNLÜER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5280-matriks-finansal-teknolojiler-a-s,"İzzetpaşa Mahallesi, Yeni Yol Cad. No 3, Nurol Tower, Kat:18 D:125 Ofis 1808 34381 Şişli / İSTANBUL",matriks@matriksdata.com --- yatirimciiliskileri@matriksdata.com,https://www.matriksdata.com/website/,Süresiz,ÇÖZÜM ÜNLÜER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST TEMETTÜ / BIST ANA / BIST KATILIM TEMETTU / BIST TÜM-100 / BIST 500 / BIST KATILIM TUM / BIST TEKNOLOJİ / BIST BİLİŞİM / BIST TÜM / BIST İSTANBUL,TEKNOLOJİ / BİLİŞİM,ANA PAZAR
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/3843-mavi-giyim-sanayi-ve-ticaret-a-s,"Sultan Selim Mahallesi, Eski Büyükdere Cad. No: 53 İç Kapı No:2, 34418 Kağıthane, İstanbul",yatirimciliskileri@mavi.com --- investorrelations@mavi.com ---,www.mavi.com www.maviyatirimciliskileri.com www.mavicompany.com,Ana Sözleşme Madde 5:  ŞİRKETİN SÜRESİ Şirket süresiz olarak kurulmuştur.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST KATILIM TEMETTU / BIST KATILIM TUM / BIST TEMETTÜ / BIST SÜRDÜRÜLEBİLİRLİK 25 / BIST HİZMETLER / BIST SÜRDÜRÜLEBİLİRLİK KATILIM / BIST TEMETTÜ 25 / BIST TİCARET / BIST 100 / BIST KATILIM 50 / BIST 500 / BIST TÜM / BIST SÜRDÜRÜLEBİLİRLİK / BIST KATILIM 100 / BIST YILDIZ / BIST KATILIM 30 / BIST 100-30,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,YILDIZ PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
MZHLD,MAZHAR ZORLU HOLDİNG A.Ş.,İZMİR,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1024-mazhar-zorlu-holding-a-s,10003 SOKAK NO: 6 A.O.S.B. ÇİĞLİ - İZMİR,info@mazharzorlu.com.tr,www.mazharzorlu.com,SÜRESİZDİR.,EREN BAĞIMSIZ DENETİM A.Ş.,BIST ANA / BIST HOLDİNG VE YATIRIM / BIST TÜM / BIST İZMİR / BIST TÜM-100 / BIST MALİ / BIST 500,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,ANA PAZAR
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,İZMİR,ARTI DEĞER ULUSLARARASI BAĞIMSIZ DENETİM VE YMM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5364-meditera-tibbi-malzeme-sanayi-ve-ticaret-a-s,İBNİ MELEK OSB MAHALLESİ TOSBİ YOL 4 SOKAK NO:29 TİRE-İZMİR,yatirimci@meditera.com.tr,www.meditera.com.tr,Şirket süresiz olarak kurulmuştur.,ARTI DEĞER ULUSLARARASI BAĞIMSIZ DENETİM VE YMM A.Ş.,"BIST TÜM-100 / BIST TEMETTÜ / BIST YILDIZ / BIST SINAİ / BIST KİMYA, PETROL, PLASTİK / BIST KATILIM TEMETTU / BIST KATILIM TUM / BIST 500 / BIST TÜM / BIST İZMİR",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,YILDIZ PAZAR
MEGMT,MEGA METAL SANAYİ VE TİCARET A.Ş.,İSTANBUL,MİTRA BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4361-mega-metal-sanayi-ve-ticaret-a-s,Maslak Office Building Maslak Mh. Sümer Sk. No:4 K:12 34485 Sarıyer İstanbul,info@megametal.com.tr,www.megametal.com.tr,Süresiz,MİTRA BAĞIMSIZ DENETİM A.Ş.,BIST KATILIM TUM / BIST KAYSERİ / BIST HALKA ARZ / BIST 500 / BIST METAL ANA / BIST TÜM / BIST TÜM-100 / BIST SINAİ / BIST YILDIZ / BIST KATILIM 100,İMALAT / ANA METAL SANAYİ,YILDIZ PAZAR
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,İSTANBUL,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1601-mega-polietilen-kopuk-sanayi-ve-ticaret-a-s,FİRUZKÖY MAHALLESİ MEZARLIK ÜSTÜ CADDESİ NO:8/1 AVCILAR-İSTANBUL,info@mega-pol.com.tr --- yatirimci@mega-pol.com.tr,http://www.mega-pol.com.tr/ & http://www.megaorme.com,SÜRESİZ,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.,,"İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",YAKIN İZLEME PAZARI
MEKAG,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.,ANKARA,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5875-meka-global-makine-imalat-sanayi-ve-ticaret-a-s,"İsmet İnönü Blv. No:12, 06909 Malıköy Başkent OSB Sincan ANKARA - TURKEY",yatirimci@mekaglobal.com,www.mekaglobal.com/tr,Süresiz,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,"BIST SINAİ / BIST ANA / BIST METAL EŞYA, MAKİNA / BIST ANKARA / BIST HALKA ARZ / BIST KATILIM TUM / BIST TÜM / BIST 500 / BIST TÜM-100",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,ANA PAZAR
"MEKMD, MSA",MEKSA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1326-meksa-yatirim-menkul-degerler-a-s,ŞEHİT TEĞMEN ALİ YILMAZ SOKAK  GÜVEN SAZAK PLAZA NO:13  A BLOK K:3-4 B LOK K:1-2 KAVACIK 34810 BEYKOZ İSTANBUL,meksa@meksa.com.tr,www.meksa.com.tr,SÜRESİZ,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1027-menderes-tekstil-sanayi-ve-ticaret-a-s,Adalet Mah. Manas Bulvarı A Blok No:47 Kat:42 35530 Bayraklı/İZMİR,menderes@menderes.com --- yatirimciiliskileri@menderes.com,menderes.com,SÜRESİZDİR.,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,"BIST TÜM-100 / BIST 500 / BIST TÜM / BIST ANA / BIST DENİZLİ / BIST TEKSTİL, DERİ / BIST SINAİ / BIST KATILIM TUM","İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",ANA PAZAR
MEPET,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.,İSTANBUL,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1553-mepet-metro-petrol-ve-tesisleri-sanayi-ticaret-a-s,"Cumhuriyet mahallesi, Reşadiye Caddesi,  No:14 Kat:1 Beykoz/ İstanbul",info@metropetrol.com.tr,www.metropetrol.com.tr,Süresiz,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST 500 / BIST TÜM / BIST TÜM-100 / BIST ANA / BIST TİCARET / BIST HİZMETLER,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,ANA PAZAR
MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,DENİZLİ,VİZYON GRUP BAĞIMSIZ DENETİM.A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5325-mercan-kimya-sanayi-ve-ticaret-a-s,HACIEYÜPLÜ MAH. 3125 SOK. NO:23 MERKEZEFENDİ/DENİZLİ,mercan@mercankimya.com.tr --- yatirimciiliskileri@mercankimya.com.tr,www.mercankimya.com.tr,Süresiz,VİZYON GRUP BAĞIMSIZ DENETİM.A.Ş.,"BIST TÜM / BIST DENİZLİ / BIST ANA / BIST TEMETTÜ / BIST TÜM-100 / BIST KATILIM TUM / BIST 500 / BIST SINAİ / BIST KATILIM TEMETTU / BIST KİMYA, PETROL, PLASTİK",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,ANA PAZAR
MRBKF,MERCEDES BENZ KAMYON FİNANSMAN A.Ş.,İSTANBUL,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5789-mercedes-benz-kamyon-finansman-a-s,Akçaburgaz Mahallesi Süleyman Şah Caddesi Mercedes FB.ST.EĞİ.BN.BL No: 6/2 İç Kapı No:1  Esenyurt / İstanbul,mbkf-treasury@daimlertruck.com --- mercedesbenzkamyon@hs03.kep.tr,https://mercedesbenzkamyonfinansman.com.tr/,Süresiz,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
MBFTR,MERCEDES-BENZ FİNANSMAN TÜRK A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2119-mercedes-benz-finansman-turk-a-s,"Ayazağa Mahallesi, Azerbaycan Caddesi, 1C Blok, No:3D, İç Kapı No: 8 Sarıyer / İstanbul",mbft_tre@mercedes-benz.com,http://www.mercedes-benz-finansalhizmetler.com/,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,İSTANBUL,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1594-merit-turizm-yatirim-ve-isletme-a-s,ETİLER MAHALLESİ BADE SOKAK NO:9 34337 ETİLER BEŞİKTAŞ / İSTANBUL,info@meritturizm.com,www.meritturizm.com www.merithotels.com,SÜRESİZ,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,BIST İSTANBUL / BIST ANA / BIST TÜM / BIST HİZMETLER / BIST TURİZM / BIST 500 / BIST TEMETTÜ / BIST TÜM-100,OTELLER VE LOKANTALAR / KONAKLAMA,ANA PAZAR
MERKO,MERKO GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,ÇÖZÜM ÜNLÜER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1029-merko-gida-sanayi-ve-ticaret-a-s,"""Levent Mah. Cömert Sk. Yapıkredi Plaza Sitesi B Blok No 1B İç Kapı No 23 Beşiktaş İstanbul""",mali@merko.com.tr --- genel@merko.com.tr,www.merko.com.tr,Süresiz,ÇÖZÜM ÜNLÜER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,"BIST SINAİ / BIST ANA / BIST 500 / BIST TÜM-100 / BIST KATILIM TUM / BIST BURSA / BIST GIDA, İÇECEK / BIST TÜM","İMALAT / GIDA, İÇECEK VE TÜTÜN",ANA PAZAR
METUR,METEMTUR YATIRIM ENERJİ TURİZM VE İNŞAAT A.Ş.,İSTANBUL,VENTERA BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1032-metemtur-yatirim-enerji-turizm-ve-insaat-a-s,"İstasyon Mah.Yarış Çıkmazı sk.B Blok
No:1 İç Kapı No:164 Tuzla / İSTANBUL",info@metemtur.com,www.metemtur.com,Süresiz olarak kurulmuştur,VENTERA BAĞIMSIZ DENETİM A.Ş.,BIST 500 / BIST GERİ ALIM / BIST MALİ / BIST HOLDİNG VE YATIRIM / BIST TÜM-100 / BIST İSTANBUL / BIST ANA / BIST TÜM,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,ANA PAZAR
METRO,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,İSTANBUL,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1120-metro-ticari-ve-mali-yatirimlar-holding-a-s,"Reşadiye Caddesi, Cumhuriyet Mahallesi No-16  Beykoz/ İstanbul",info@metroholding.com.tr,http://www.metroholding.com.tr/,Süresiz,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST HOLDİNG VE YATIRIM / BIST İSTANBUL / BIST TÜM / BIST 500 / BIST MALİ / BIST TÜM-100 / BIST ANA,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,ANA PAZAR
MTRYO,METRO YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/927-metro-yatirim-ortakligi-a-s,Büyükdere Cad. No:171 Metrocity A Blok Kat:17 1.Levent / İstanbul,info@metroyo.com,www.metroyo.com.tr,Süresiz,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST MENKUL KIYM Y.O.,MALİ KURULUŞLAR / MENKUL KIYMET YATIRIM ORTAKLIKLARI,ALT PAZAR
MHRGY,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5877-mhr-gayrimenkul-yatirim-ortakligi-a-s,İçerenköy Mahallesi Umut Sokak No:10-12 İç Kapı No:2 Ataşehir/İSTANBUL,info@mhrgyo.com.tr,www.mhrgyo.com.tr,Süresiz,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,BIST HALKA ARZ / BIST TÜM / BIST ANA / BIST MALİ / BIST TÜM-100 / BIST GERİ ALIM / BIST 500 / BIST GAYRİMENKUL YAT. ORT.,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,ANA PAZAR
MIATK,MİA TEKNOLOJİ A.Ş.,ANKARA,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5455-mia-teknoloji-a-s,Gazi Ünv. Gölbaşı Yerleşkesi Bahçelievler Mah. 323/1 Cadde B Blok N10/50-B/03 Gölbaşı Ankara TÜRKİYE,info@miateknoloji.com,www.miateknoloji.com,Sınırsız,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST YILDIZ / BIST ANKARA / BIST 100-30 / BIST KATILIM 50 / BIST KATILIM 30 / BIST KATILIM TUM / BIST KATILIM 100 / BIST 50 / BIST TÜM / BIST TEKNOLOJİ / BIST 500 / BIST BİLİŞİM / BIST 100,TEKNOLOJİ / BİLİŞİM,YILDIZ PAZAR
MGROS,MİGROS TİCARET A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1494-migros-ticaret-a-s,Atatürk Mahallesi Turgut Özal Bulvarı No:7 34758 Ataşehir - İstanbul,malimigros@migros.com.tr,www.migroskurumsal.com,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST 100 / BIST SÜRDÜRÜLEBİLİRLİK / BIST YILDIZ / BIST TİCARET / BIST TÜM / BIST KURUMSAL YÖNETİM / BIST 100-30 / BIST HİZMETLER / BIST 50 / BIST 500 / BIST SÜRDÜRÜLEBİLİRLİK 25,TOPTAN VE PERAKENDE TİCARET / PERAKENDE TİCARET,YILDIZ PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
MSGYO,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İZMİR,SUN BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/3695-mistral-gayrimenkul-yatirim-ortakligi-a-s,ÇINARLI MAH. ANKARA ASFALTI CAD. NO:15 / 202 KONAK İZMİR,lnarin@mistralgyo.com.tr,www.mistralgyo.com.tr,süresiz,SUN BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST 500 / BIST TÜM-100 / BIST MALİ / BIST TEMETTÜ / BIST GAYRİMENKUL YAT. ORT. / BIST TÜM / BIST ANA / BIST GERİ ALIM,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,ANA PAZAR
MPARK,MLP SAĞLIK HİZMETLERİ A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2118-mlp-saglik-hizmetleri-a-s,Otakçılar Cd. Flatofis İstanbul No:78 Kat:3  D Blok No:103 Eyüp/Istanbul,investor@mlpcare.com,http://www.mlpcare.com  http://investor.mlpcare.com,süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST TÜM-100 / BIST KATILIM 100 / BIST SÜRDÜRÜLEBİLİRLİK / BIST 500 / BIST TÜM / BIST HİZMETLER / BIST İSTANBUL / BIST SÜRDÜRÜLEBİLİRLİK KATILIM / BIST YILDIZ / BIST KATILIM TUM,EĞİTİM SAĞLIK SPOR VE EĞLENCE HİZMETLERİ / İNSAN SAĞLIĞI VE SOSYAL HİZMETLER,YILDIZ PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
MMCAS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,İSTANBUL,ANALİZ BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1563-mmc-sanayi-ve-ticari-yatirimlar-a-s,Ergenekon Mahallesi Cumhuriyet Caddesi No: 147 İç Kapı No: 6 Şişli İSTANBUL,mmc.sanayi@hs01.kep.tr --- info@mmcyatirim.com,www.mmcyatirim.com,Süresiz,ANALİZ BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,YAKIN İZLEME PAZARI
MOBTL,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5462-mobiltel-iletisim-hizmetleri-sanayi-ve-ticaret-a-s,"Çobançeşme Mah., Kımız Sok., No.16/1 A  Bahçelievler / İstanbul",yatirimciiliskileri@mobiltel.com.tr ---,www.mobiltel.com.tr,Süresiz,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST İSTANBUL / BIST TÜM / BIST KATILIM TUM / BIST 500 / BIST TEKNOLOJİ / BIST YILDIZ / BIST BİLİŞİM / BIST TÜM-100,TEKNOLOJİ / BİLİŞİM,YILDIZ PAZAR
MOGAN,MOGAN ENERJİ YATIRIM HOLDİNG A.Ş.,ANKARA,AS BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5180-mogan-enerji-yatirim-holding-a-s,Gaziosmanpaşa Mahallesi Ankara Caddesi No:222 06830 Gölbaşı Ankara,info@mogan.com.tr,www.mogan.com.tr,Süresiz,AS BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST HİZMETLER / BIST YILDIZ / BIST ANKARA / BIST TÜM-100 / BIST HALKA ARZ / BIST 500 / BIST ELEKTRİK / BIST TÜM,ELEKTRİK GAZ VE SU / ELEKTRİK GAZ VE BUHAR,YILDIZ PAZAR
MNDTR,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,İZMİR,REANDA AREN BAĞIMSIZ DENETİM VE SMMM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1095-mondi-turkey-oluklu-mukavva-kagit-ve-ambalaj-sanayi-a-s,"Toki Mahallesi Hasan Tahsin Caddesi No:28 35900 Tire / İZMİR
Tel: 0 (232) 512 11 56
Faks: 0 (216) 547 50 50",info.turkey@mondigroup.com,www.mondigroup.com.tr,SÜRESİZ,REANDA AREN BAĞIMSIZ DENETİM VE SMMM A.Ş.,"BIST İZMİR / BIST ORMAN, KAĞIT, BASIM / BIST SINAİ / BIST TÜM-100 / BIST TÜM / BIST KATILIM TUM / BIST 500 / BIST ANA",İMALAT / KAĞIT VE KAĞIT ÜRÜNLERİ BASIM,ANA PAZAR
EGEPO,NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,İZMİR,LİSANS BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5390-nasmed-ozel-saglik-hizmetleri-ticaret-a-s,GÜNEŞLİ MAHALLESİ 529 SOKAK 2/A KONAK İZMİR,nurinasir@nasir.com.tr --- sbilen@egepolhastanesi.com --- investor@egepolhastanesi.com,www.egepolhastanesi.com,SÜRESİZ,LİSANS BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST TÜM / BIST TÜM-100 / BIST 500 / BIST KATILIM TUM / BIST İZMİR / BIST HİZMETLER / BIST ANA,EĞİTİM SAĞLIK SPOR VE EĞLENCE HİZMETLERİ / İNSAN SAĞLIĞI VE SOSYAL HİZMETLER,ANA PAZAR
NATEN,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,ANKARA,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4904-naturel-yenilenebilir-enerji-ticaret-a-s,Kızılırmak Mah. 1450 Sk. ATM Plaza B Blok No:1/68 Çankaya / Ankara,info@naturelenerji.com.tr,www.naturelenerji.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST SÜRDÜRÜLEBİLİRLİK / BIST ELEKTRİK / BIST TÜM / BIST HİZMETLER / BIST GERİ ALIM / BIST TÜM-100 / BIST ANKARA / BIST 500 / BIST YILDIZ,ELEKTRİK GAZ VE SU / ELEKTRİK GAZ VE BUHAR,YILDIZ PAZAR
NTGAZ,NATURELGAZ SANAYİ VE TİCARET A.Ş.,İSTANBUL,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5303-naturelgaz-sanayi-ve-ticaret-a-s,Esentepe Mah. Ali Kaya Sok. Polat Plaza B Blok No:1/1 İç Kapı No:86 Şişli/İstanbul,investor@naturelgaz.com,www.naturelgaz.com,ŞİRKET SÜRESİZ OLARAK KURULMUŞTUR.,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,BIST HİZMETLER / BIST TÜM-100 / BIST TEMETTÜ / BIST 500 / BIST ELEKTRİK / BIST YILDIZ / BIST İSTANBUL / BIST KATILIM TUM / BIST KATILIM TEMETTU / BIST TÜM,ELEKTRİK GAZ VE SU / ELEKTRİK GAZ VE BUHAR,YILDIZ PAZAR
NTHOL,NET HOLDİNG A.Ş.,İSTANBUL,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1039-net-holding-a-s,ETİLER MAHALLESİ BADE SOKAK NO:9 34337 ETİLER BEŞİKTAŞ / İSTANBUL,info@netholding.com,www.netholding.com,SÜRESİZ,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,BIST MALİ / BIST YILDIZ / BIST HOLDİNG VE YATIRIM / BIST İSTANBUL / BIST TÜM-100 / BIST TÜM / BIST 500,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,YILDIZ PAZAR
NETAS,NETAŞ TELEKOMÜNİKASYON A.Ş.,İSTANBUL,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1041-netas-telekomunikasyon-a-s,"Yenişehir Mah. Osmanlı Bulvarı, Aeropark Sitesi B Blok, No:11B 
34912 Kurtköy
PENDİK  / İSTANBUL",yatirimci@netas.com.tr,www.netas.com.tr,Süresiz,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST BİLİŞİM / BIST İSTANBUL / BIST YILDIZ / BIST KATILIM TUM / BIST TÜM / BIST TÜM-100 / BIST TEKNOLOJİ / BIST 500,TEKNOLOJİ / BİLİŞİM,YILDIZ PAZAR
